report,source,authored_at,author,status,incident_title,incident_category,important,place_name,notes
"@Rozetta_St0n3 Liberia?","Twitter 1","2011-11-07 17:23:29",LoveMiaAbe,NULL,NULL,NULL,NULL,NULL,NULL
"Dr Chris Invest Liberia: Kuoh Questions U.S.$28,000 Investment: The CEO of newly promotional 1st Division and bi... http://t.co/XuVua9Hh","Twitter 1","2011-11-07 12:49:53",Christina_Dr,NULL,NULL,NULL,NULL,NULL,NULL
"DTN Libya Uprising:EllenJohnsonSirleaf seen winning Liberia run-off vote \n    (Reuters)\n: Reuters - Liberia President El... http://t.co/x1Ip4E2D","Twitter 1","2011-11-07 14:04:52",DTNLibyaUnrest,NULL,NULL,NULL,NULL,NULL,NULL
"07/11/2011  - Liberia : L'ONU a repoussÃƒÂ© des  policiers libÃƒÂ©riens ki ÃƒÂ©taient entrÃƒÂ©s de force au  siÃƒÂ¨ge du parti de lÃ¢â‚¬â„¢opposant WinstonTubman","Twitter 1","2011-11-07 17:21:58",Boogie_Storys,NULL,NULL,NULL,NULL,NULL,NULL
"Opposition Calls Protest On Eve of Poll http://t.co/4kMiQUEV #LIBERIA","Twitter 1","2011-11-07 11:07:33",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"Na d liberia worse pass!","Twitter 1","2011-11-07 11:16:30",WonderKidTush,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Flag Money Clip: The flag of Liberia money clip is made of professional and executive shiny stainless st... http://t.co/r02bQkr5","Twitter 1","2011-11-07 11:24:33",Juanitacoi,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia:Liberia: Run-off election campaign ends - http://t.co/3pWHt0BN","Twitter 1","2011-11-07 09:00:46",portaltoafrica,NULL,NULL,NULL,NULL,NULL,NULL
"New blog post: Safe delivery: traditional birth attendants in Liberia http://t.co/k1GEERHN","Twitter 1","2011-11-07 11:49:14",NurseTrinity,NULL,NULL,NULL,NULL,NULL,NULL
"""Liberia Elections 2011: At Least One Death In Deadly Riots"" http://t.co/C2fsyvUz","Twitter 1","2011-11-07 17:18:45",Odddjobb,NULL,NULL,NULL,NULL,NULL,NULL
"Johnson-Sirleaf se asegura la segunda vuelta de las presidenciales de Liberia - http://t.co/ajjyEU5p #DanielSerrat","Twitter 1","2011-11-07 13:32:16",DanielSerrat,NULL,NULL,NULL,NULL,NULL,NULL
"DTN Libya Uprising: One killed in Liberia pre-election clash      (Reuters): Reuters - Clashes and sporadic gunf... http://t.co/fpreTzWT","Twitter 1","2011-11-07 17:16:23",DTNLibyaUnrest,NULL,NULL,NULL,NULL,NULL,NULL
"Sirleaf seen winning Liberia run-off vote http://t.co/lnBMZdo0","Twitter 1","2011-11-07 12:47:11",Newschomper,NULL,NULL,NULL,NULL,NULL,NULL
"Please pray for Liberia: Deadly Riot Breaks out in Liberia Day Before Vote - ABC News http://t.co/Ltmkvidy (via @ABC)","Twitter 1","2011-11-07 17:25:19",lauramerz,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia campaigns for presidential run-off ends|Africa|http://t.co/lYlkyIR7 http://t.co/JOfkIPv5","Twitter 1","2011-11-07 12:34:39",VotingNews,NULL,NULL,NULL,NULL,NULL,NULL
"(SMMAÃƒâ€”Ã¨Â»Â½Ã©Å¸Â³Ã¦Â¥Â½Ã©Æ’Â¨Ã¥Â¯Â¾Ã£Æ’ÂÃ£Æ’Â³""Idiot!!!!!""@club MetroÃ£ÂÂ¤Ã£ÂÂ¥Ã£ÂÂ) Ã¥â€¡ÂºÃ¦Â¼â€Ã¢â‚¬Â¦SMMA:-17Ã¢â€žÆ’(hardcore),Ã¥Â¤Â©Ã©Â¾ÂÃ¦ÂºÂÃ¤Â¸â‚¬Ã©Æ’Å½Ã£ÂÂ¨Ã¥Å¾â€šÃ§â€ºÂ´Ã¨ÂÂ½Ã¤Â¸â€¹Ã¥Â¼ÂÃ£Æ’â€“Ã£Æ’Â¬Ã£Æ’Â¼Ã£Æ’Â³Ã£Æ’ÂÃ£â€šÂ¹Ã£â€šÂ¿Ã£Æ’Â¼Ã£â€šÂº(fusion)  Ã¨Â»Â½Ã©Å¸Â³Ã¦Â¥Â½Ã©Æ’Â¨:Liberia(bigcombo),Pon'z(clubjazz)","Twitter 1","2011-11-07 17:26:04",hanadohirofum,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia re - run  presidential poll Tuesday - the devil will be in the turnout now the opposition candidate has pulled out.","Twitter 1","2011-11-07 17:26:00",josephineonike,NULL,NULL,NULL,NULL,NULL,NULL
"police in #Liberia use tear gas and opens fire to dispurse protestors","Twitter 1","2011-11-07 17:20:09",Leila1H,NULL,NULL,NULL,NULL,NULL,NULL
"RT @UNPeacekeeping: Liberia: Security Council calls on all Liberia to take part in upcoming poll http://t.co/N8Fq1IJK #Liberia #elections","Twitter 1","2011-11-07 17:09:56",MWorldNews,NULL,NULL,NULL,NULL,NULL,NULL
"Dear Liberia will you vote tomorrow ?Despite the withdrawal of WinstonTubman #Liberia #elections  http://t.co/yfO9zXTp #Africa","Twitter 1","2011-11-07 12:25:54",BBCAfricaHYS,NULL,NULL,NULL,NULL,NULL,NULL
"! Versia que oido tan arrecho tienen Uds ! @noticias24 Se escuchan disparos en la sede del principal partido de oposiciÃƒÂ³n en Liberia","Twitter 1","2011-11-07 13:58:58",jgg2001,NULL,NULL,NULL,NULL,NULL,NULL
"One killed in Liberia pre-election clash      (Reuters): Reuters - Clashes and sporadic gunfire rocked part of M... http://t.co/AnLGbu4z","Twitter 1","2011-11-07 17:27:11",MarketBulletin,NULL,NULL,NULL,NULL,NULL,NULL
"RT @BBCAfrica: #Liberia's President EllenJohnsonSirleaf says a call to boycott the presidential vote is illegal and an effort to intim ...","Twitter 1","2011-11-07 08:31:56",Samooner,NULL,NULL,NULL,NULL,NULL,NULL
"Dispersion sanglante d'une manifestation au Liberia: au moins un mort - Afriquinfos http://t.co/tgIrh5um","Twitter 1","2011-11-07 17:06:00",AfriquinfosLive,NULL,NULL,NULL,NULL,NULL,NULL
"Kvinnoaktivister i #Liberia fast beslutna att rÃƒÂ¶sta imorgon trots vÃƒÂ¥ldsamheter. 100 kvinnliga valobservatÃƒÂ¶rer ska ut som planerat.","Twitter 1","2011-11-07 17:28:07",Kvinna_t_Kvinna,NULL,NULL,NULL,NULL,NULL,NULL
"#genprev #Liberia: Tense Run-Off Election Tomorrow | UN Dispatch http://t.co/PnkIv87E","Twitter 1","2011-11-07 16:54:58",AIPRny,NULL,NULL,NULL,NULL,NULL,NULL
"We pray for the people and leaders of Liberia during the election process, that there may be peace and hope for the future #liberiaelection","Twitter 1","2011-11-07 11:34:06",CAFODprayer,NULL,NULL,NULL,NULL,NULL,NULL
"MaÃƒÂ±ana se decide todo en #Liberia. Segunda vuelta.","Twitter 1","2011-11-07 12:37:30",OmerFreixa,NULL,NULL,NULL,NULL,NULL,NULL
"Ashton critica el boicot de la oposiciÃƒÂ³n en las elecciones presidenciales de Liberia http://t.co/imevujNn #Internacional","Twitter 1","2011-11-07 13:50:13",TriquisOrg,NULL,NULL,NULL,NULL,NULL,NULL
"Man shot by police backed by UNforces #Liberia as opposition protest election fraud favoring ruling party poll chief admits fraud n resigned","Twitter 1","2011-11-07 17:29:37",blackseed1,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia abocada a la segunda ronda de las presidenciales: 07 de noviembre de 2011,   08:59Monrovia 7 nov (PL) Li... http://t.co/N2HjX4Ko","Twitter 1","2011-11-07 13:01:41",kiferkim,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Pavilion http://t.co/orsdENBn","Twitter 1","2011-11-07 13:26:04",ChinaAdPort,NULL,NULL,NULL,NULL,NULL,NULL
"i'll never forget the night i whipped up my first meal in liberia, only to have a rep for a un agency just pop by for dinner.","Twitter 1","2011-11-07 07:47:41",thingsiknow,NULL,NULL,NULL,NULL,NULL,NULL
"Sirleaf seen winning Liberia run-off vote http://t.co/6vzVrTLL","Twitter 1","2011-11-07 13:10:09",9jaYarn,NULL,NULL,NULL,NULL,NULL,NULL
"Fue mas fÃƒÂ¡cil conseguir un pirata que un taxi de verdad, ahora rumbo a san Pedro y luego camino a Liberia","Twitter 1","2011-11-07 09:44:44",celord,NULL,NULL,NULL,NULL,NULL,NULL
"Gunfire at Liberia poll protest - BBC News http://t.co/8xRJhO5N","Twitter 1","2011-11-07 17:30:02",BrettFrost3,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: pour l'UE, le boycottage de la prÃƒÂ©sidentielle ""affaiblit"" la dÃƒÂ©mocratie  http://t.co/Vg91v4WU","Twitter 1","2011-11-07 10:29:58",MawussiTania,NULL,NULL,NULL,NULL,NULL,NULL
"The despair goes beyond borders to Liberia whereWinstonTubman&Co have to be begged to participate in scheduled election.Tubman needs vipers.","Twitter 1","2011-11-07 09:50:53",adamsabonu,NULL,NULL,NULL,NULL,NULL,NULL
"@itsarchel Hello, thanks for all updates today, hope you and your family are all safe. Liberia is in our prayers...","Twitter 1","2011-11-07 17:14:03",Quita,NULL,NULL,NULL,NULL,NULL,NULL
"DTN Libya Unrest: Liberia: Fear No Fear: President EllenJohnsonSirleaf has urged citizens to vote in tomorrow'... http://t.co/RM9IyLx4","Twitter 1","2011-11-07 12:34:00",DTNLibyaUnrest,NULL,NULL,NULL,NULL,NULL,NULL
"All Incl. Liberia Sale: 7 Nts + R/T Air - published by http://t.co/l8Y2iCti (aol): Share With Friends:  |  | Travel - US Stories, RSS ...","Twitter 1","2011-11-07 12:09:38",AshleyJohanna3,NULL,NULL,NULL,NULL,NULL,NULL
"#UN peacekeepers have just repelled a #Liberia police raid into CDC office in #Monrovia. http://t.co/t5bnRnUO","Twitter 1","2011-11-07 16:56:05",DG_Lewis,NULL,NULL,NULL,NULL,NULL,NULL
"Situations like these make me weak... but I know shit happens for a reason but really it all have to STOP nothing will get done #Liberia :-/","Twitter 1","2011-11-07 17:29:48",Rozetta_St0n3,NULL,NULL,NULL,NULL,NULL,NULL
"Gunfire at Liberia poll protest - BBC News http://t.co/BZU90Ohu","Twitter 1","2011-11-07 16:50:07",madisyn_morse,NULL,NULL,NULL,NULL,NULL,NULL
"#singapore #int'l #news:: #int'l #news:Sirleaf seen winning Liberia run-off votebit.lyMONROVIA (Reuters) -... http://t.co/Cg2Li5Be #news","Twitter 1","2011-11-07 11:10:13",sgbreakingnews,NULL,NULL,NULL,NULL,NULL,NULL
"@alicerklein #Liberia Liberia law prohibits demonstrations without permits.","Twitter 1","2011-11-07 17:10:55",gkfahnbulleh,NULL,NULL,NULL,NULL,NULL,NULL
"This makes me fear for the day of tomorrow - BBC News - Liberia election: CDC Monrovia protest turns deadly http://t.co/rhauTFBX","Twitter 1","2011-11-07 17:31:55",molinopuente,NULL,NULL,NULL,NULL,NULL,NULL
"if @WEEDmyTWEETS was born in liberia he would be suffering.. no video games.. no mcdonalds.. haa","Twitter 1","2011-11-07 17:17:04",popsson,NULL,NULL,NULL,NULL,NULL,NULL
"RT @sarankjones: At least 3 dead in #Liberia after clashes bet' police & protesters who are boycotting tomorrow's elections. http://t.co ...","Twitter 1","2011-11-07 16:53:24",mason_chris,NULL,NULL,NULL,NULL,NULL,NULL
"ReuWorld One killed in Liberia pre-election clash - MONROVIA (Reuters) - Clashes and sporadic gunfire rocked part of... http://t.co/Se1resYy","Twitter 1","2011-11-07 17:33:30",gryphon1,NULL,NULL,NULL,NULL,NULL,NULL
"RT @mailandguardian: Liberia runoff chaos as opposition calls for boycott, accusing Nobel laureate EllenJohnsonSirleaf of seeking one-party st ...","Twitter 1","2011-11-07 07:32:59",khumbulani,NULL,NULL,NULL,NULL,NULL,NULL
"Au Liberia, la prÃƒÂ©sidenteEllenJohnsonSirleaf perd son challenger: WinstonTubman appelle au boycott du second tour de la pr... http://t.co/rkTeCAZa","Twitter 1","2011-11-07 09:28:38",paris_news2,NULL,NULL,NULL,NULL,NULL,NULL
"http://t.co/tlOUUPv2 #FF Liberia campaigns for presidential run-off ends: Official campaign ... http://t.co/vsMuN08u #TeamFollowBack #TFB","Twitter 1","2011-11-07 08:23:59",XinWen_,NULL,NULL,NULL,NULL,NULL,NULL
"#Sirleaf #LiberiaEllenJohnsonSirleaf, Gbowee & Karman Nobel Peace Prize 2011 Women Ã˜ÂªÃ™Ë†Ã™Æ’Ã™â€ž Ã™Æ’Ã˜Â±Ã™â€¦Ã˜Â§Ã™â€  Ã˜Â¬Ã˜Â§Ã˜Â¦Ã˜Â²Ã˜Â© Ã™â€ Ã™Ë†Ã˜Â¨Ã™â€ž http://t.co/vZ1Q4svD #hithotus","Twitter 1","2011-11-07 08:08:26",Liberia_HitHot,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia abocada a la segunda ronda de las presidenciales: 07 de noviembre de 2011,   08:59Monrovia 7 nov (PL) Li... http://t.co/cHDkjxGG","Twitter 1","2011-11-07 13:01:51",Yenny107803,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia abocada a la segunda ronda de las presidenciales: 07 de noviembre de 2011,   08:59Monrovia 7 nov (PL) Li... http://t.co/i7DHNZKR","Twitter 1","2011-11-07 13:02:01",sumateamandy,NULL,NULL,NULL,NULL,NULL,NULL
"Reuters:EllenJohnsonSirleaf seen winning Liberia run-off vote http://t.co/2vvT3pYo","Twitter 1","2011-11-07 13:59:26",notifeed,NULL,NULL,NULL,NULL,NULL,NULL
"UN urges Liberia to vote http://t.co/4EvsBSKC  #LatestNews #WestAfrica #Election #Liberia #UnitedNations #Voting","Twitter 1","2011-11-07 10:49:48",bikyamasr,NULL,NULL,NULL,NULL,NULL,NULL
"Opposition party calls for mass protest in #Liberia today against presidential run-off election on 8 November","Twitter 1","2011-11-07 11:54:29",red24security,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia abocada a la segunda ronda de las presidenciales: 07 de noviembre de 2011,   08:59Monrovia 7 nov (PL) Li... http://t.co/ZMeEYcUb","Twitter 1","2011-11-07 13:01:34",omarcrivas,NULL,NULL,NULL,NULL,NULL,NULL
"Reuters:EllenJohnsonSirleaf seen winning Liberia run-off vote: MONROVIA (Reuters) - Liberia President EllenJohnsonSirleaf-Sirlea... http://t.co/fgCzvnMW","Twitter 1","2011-11-07 12:47:11",headlinenews,NULL,NULL,NULL,NULL,NULL,NULL
"RT @itsmekrisaquino: Today, Nov. 07, day 25, we pray for LIBERIA (Africa). As we reflect on the joyful mysteries let us (cont) http://t. ...","Twitter 1","2011-11-07 09:16:47",ladytoni023,NULL,NULL,NULL,NULL,NULL,NULL
"#kenya Violence mars Liberia's presidential run off http://t.co/d0i8A6BC","Twitter 1","2011-11-07 17:34:27",kenyanewsalerts,NULL,NULL,NULL,NULL,NULL,NULL
"New terminal building at Liberia International Airport  http://t.co/R5qlsaij #CostaRica #Guanacaste #Travel #destinations","Twitter 1","2011-11-07 17:03:09",JWCostaRica,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia presidential election is thrown into chaos by opposition's boycott call http://t.co/KNgyKyfe via @guardian","Twitter 1","2011-11-07 10:28:12",mehnar,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Election violence #liberia #election #violence http://t.co/mjK2pB4D","Twitter 1","2011-11-07 16:53:31",sirjero,NULL,NULL,NULL,NULL,NULL,NULL
"RT @BBCAfrica: At least 1 person has been killed after shots were fired during an opposition protest in Monrovia ahead of #Liberia's pre ...","Twitter 1","2011-11-07 17:01:36",OULaw4Africa,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: des milliers d'opposants manifestent sous tension http://t.co/W8LJtCrP","Twitter 1","2011-11-07 14:04:28",LP_Monde,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia challenger warns of turmoil unless poll delayed  http://t.co/18LcCTsr","Twitter 1","2011-11-07 11:27:07",i_am_kstunt,NULL,NULL,NULL,NULL,NULL,NULL
"Sirleaf seen winning Liberia run-off vote http://t.co/0mcfj4RI","Twitter 1","2011-11-07 12:47:21",yogieshemith,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia:WinstonTubman Running From Defeat: Both the Constitution of Liberia and the Election Laws of Liberia mandate a... http://t.co/giJQ8bVW","Twitter 1","2011-11-07 17:11:40",KathyWilkins101,NULL,NULL,NULL,NULL,NULL,NULL
"El Centro Vida y Familia los invita a la charla""DIFERENCIAS EN EDUCAR VARONES Y HEMBRAS,el martes15 de nov a las 6:pm liberia cuesta. Gratis","Twitter 1","2011-11-07 12:54:37",consultando,NULL,NULL,NULL,NULL,NULL,NULL
"Ashton critica el boicot de la oposiciÃƒÂ³n en las elecciones presidenciales de Liberia:WinstonTubman boicotearÃƒÂ¡ la segun... http://t.co/LM0qlamT","Twitter 1","2011-11-07 14:04:22",elmundomundo,NULL,NULL,NULL,NULL,NULL,NULL
"http://t.co/EtnB03sn La UE critica el boicoteo de la oposiciÃƒÂ³n a las elecciones en Liberia http://t.co/d4xg4588","Twitter 1","2011-11-07 10:59:36",titulares_col,NULL,NULL,NULL,NULL,NULL,NULL
"Watching w/ great concern events in #Liberia & #Congo ahead of polling 11/8 & 11/28 respectively. http://t.co/AIOTjWcr, http://t.co/g554jbo1","Twitter 1","2011-11-07 17:35:52",cmuCIPI,NULL,NULL,NULL,NULL,NULL,NULL
"the result of a deadly police clash with the opposition in Liberia #Liberia2011 http://t.co/fHDKUuGb","Twitter 1","2011-11-07 17:16:45",liberiaelection,NULL,NULL,NULL,NULL,NULL,NULL
"Wake Up Liberia!!!! NOW is the time..... DO SOMETHING!!!! Ur future depends on it.... OUR FUTURE!!!!narc","Twitter 1","2011-11-07 09:59:16",sandavolqedyya6,NULL,NULL,NULL,NULL,NULL,NULL
"RT @bbcafricahys: Dear Liberia will you vote tomorrow ?Despite the withdrawal of WinstonTubman #Liberia #elections...","Twitter 1","2011-11-07 12:26:12",rosanwo,NULL,NULL,NULL,NULL,NULL,NULL
"These podcasts are besting me.  There's only so much information about journalists in Liberia I can take.","Twitter 1","2011-11-07 13:45:28",Freya_Webb,NULL,NULL,NULL,NULL,NULL,NULL
"AFP: Liberia&#039;s Nobel win hides grim rape reality: With two Liberia women securing the Nobel Peace P... http://t.co/5QvwhVsK","Twitter 1","2011-11-07 17:05:09",BreakingVideos,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia: ""elections were conducted peacefully & were qualified by all observation missions..as credible & transparent"" http://t.co/A3idt4cT","Twitter 1","2011-11-07 10:37:02",eu_eeas,NULL,NULL,NULL,NULL,NULL,NULL
"La UE critica el boicoteo de la oposiciÃƒÂ³n a las elecciones en Liberia: La jefa de la diplomacia europea, Catheri... http://t.co/AUURGxbV","Twitter 1","2011-11-07 10:43:19",6Noviembre1985,NULL,NULL,NULL,NULL,NULL,NULL
"MONROVIA, Nov. 7 (Xinhua) -- Official campaign for the 2011 run- off presidential election in Liberia scheduled for...  http://t.co/p98fi3d2","Twitter 1","2011-11-07 11:21:08",TantaoNews,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia : la guignole perd son challenger http://t.co/tW3xW2Bp","Twitter 1","2011-11-07 09:59:55",fake_all_stars,NULL,NULL,NULL,NULL,NULL,NULL
"So is it newsworthy that we have an invite to meet Liberia's President EllenJohnsonSirleaf next month? http://t.co/ILX7HcUV","Twitter 1","2011-11-07 17:33:09",TCCLiberia,NULL,NULL,NULL,NULL,NULL,NULL
"Sirleaf seen winning Liberia run-off vote","Twitter 1","2011-11-07 13:45:49",JJonny72,NULL,NULL,NULL,NULL,NULL,NULL
"video Liberia http://t.co/3mdligcq","Twitter 1","2011-11-07 16:57:49",mas54,NULL,NULL,NULL,NULL,NULL,NULL
"its a sad day in #liberia  ( riots, gun fire, tear gas)  #sad  #g7+  good bye conflict, welcome development @leighhmitchell","Twitter 1","2011-11-07 17:37:40",barkueT,NULL,NULL,NULL,NULL,NULL,NULL
"LIBERIA POLL BOYCOTT A BAD SIGNAL: AFRICAN UNION: The African Union observer mission to Liberia has voiced conce... http://t.co/djwdvK2p","Twitter 1","2011-11-07 07:15:02",namibiansun,NULL,NULL,NULL,NULL,NULL,NULL
"Gunfire at Liberia poll protest - BBC News http://t.co/G6TgFWXd","Twitter 1","2011-11-07 16:50:15",patfriendly,NULL,NULL,NULL,NULL,NULL,NULL
"Libreria... Liberia! Ahhh buenooooooo","Twitter 1","2011-11-07 09:47:03",MarceLaALarcon,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: Tone Down The Rhetoric - http://t.co/UI21DV21 http://t.co/0kPdKMAJ #LIBERIA","Twitter 1","2011-11-07 11:07:37",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"#HKJ_HKJ: Reading a lot about Quaddafi lately + Watching Vice's travel guide to Liberia and North Korea last night = strangest dreams...","Twitter 1","2011-11-07 13:54:48",meta_guide_kp,NULL,NULL,NULL,NULL,NULL,NULL
"#UN #UnitedNations Liberia: Security Council calls on all Liberia to take part in upcoming poll http://t.co/zkElbkW4 #crisismanagement","Twitter 1","2011-11-07 07:23:48",gcmcUN,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia - SchÃƒÂ¼sse vor Oppositionshauptquartier: Tausende demonstrieren inÃ¢â‚¬Â¦ http://t.co/5P0LwfNF #derStandardPolitik","Twitter 1","2011-11-07 17:23:32",riro_news,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: Fear No Fear http://t.co/OfDAvTk9 #Africa #news","Twitter 1","2011-11-07 12:33:58",NewsworthyNews,NULL,NULL,NULL,NULL,NULL,NULL
"Yvonne Ndege reports from midst of Liberia clashes: Yvonne Ndege reports from midst of Liberia clashes At leastÃ¢â‚¬Â¦ http://t.co/5IZDoEzo","Twitter 1","2011-11-07 17:38:13",cstepheAlt,NULL,NULL,NULL,NULL,NULL,NULL
"BBC News: Gunfire at Liberia poll protest - http://t.co/5AkpXywT via http://t.co/0la2KwNl Pray for #Liberia","Twitter 1","2011-11-07 17:39:00",riversidecogop,NULL,NULL,NULL,NULL,NULL,NULL
"La UE critica el boicoteo de la oposiciÃƒÂ³n a las elecciones en Liberia: La jefa de la diplomacia europea, Catheri... http://t.co/iE6Eq8uN","Twitter 1","2011-11-07 10:43:18",frucoysustesos,NULL,NULL,NULL,NULL,NULL,NULL
"Deadly riot breaks out in Liberia day before vote \n    (AP)\n http://t.co/fYizFeIy","Twitter 1","2011-11-07 16:53:12",123mybusiness,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia abocada a la segunda ronda de las presidenciales: 07 de noviembre de 2011,   08:59Monrovia 7 nov (PL) Li... http://t.co/w2fQsE16","Twitter 1","2011-11-07 13:02:00",jlooco,NULL,NULL,NULL,NULL,NULL,NULL
"#Israel #Sierra Leone Israel In Liberia, Sierra Leone And Cape Verde Pt5 http://t.co/Mwd9iObB  #hithotus","Twitter 1","2011-11-07 08:10:19",Leone_HitHot,NULL,NULL,NULL,NULL,NULL,NULL
"Help build Liberia democratically, do not destroy it violently, says #UNSG's Sp Rep in a radio address to Liberia http://t.co/sX59ehFX","Twitter 1","2011-11-07 11:59:04",UNMILNews,NULL,NULL,NULL,NULL,NULL,NULL
