report,source,authored_at,author,status,incident_title,incident_category,important,place_name,notes
"It is Reconcilation time. Fellows lets join these too young Liberia in moving liberia foward. I guess it is all in the past. mama Liberia its all we got. join me with a Reconcilation statement.","Liberia Media Monitoring","2011-11-10 09:32:49","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Hawa Geneva Peal, look for my group name, It is called: Laugh Out Loud. send in a request, you will be answered asap","Liberia Media Monitoring","2011-11-10 09:33:48","Mac Goodridge",NULL,NULL,NULL,NULL,NULL,NULL
"wow..me like Saillay David Clarke","Liberia Media Monitoring","2011-11-10 09:34:18","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"all who wants to join you are welcome, no politics there","Liberia Media Monitoring","2011-11-10 09:34:46","Mac Goodridge",NULL,NULL,NULL,NULL,NULL,NULL
"this is the spirit","Liberia Media Monitoring","2011-11-10 09:35:23","Mac Goodridge",NULL,NULL,NULL,NULL,NULL,NULL
"Los esclavos de Liberia.(comentarios sobre guerra civil )(crisis polÃƒÂ­tica y social ): An article from: Proceso: ... http://t.co/vowVrJHa","Twitter 1","2011-11-10 09:36:31",Layla326562121,NULL,NULL,NULL,NULL,NULL,NULL
"My white Flag is  up. If in anyway I've offended any Liberia on this page both upist and cdcian I'm very very sorry. I ask for forgiveness. Life has to go on.","Liberia Media Monitoring","2011-11-10 09:36:17","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: Seven media outlets suspended on eve of presidential elections: In separate directives issued by order ... http://t.co/j8AiTcQk","Twitter 1","2011-11-10 09:37:13",nwvolunteer,NULL,NULL,NULL,NULL,NULL,NULL
"I just did Mac Goodridge","Liberia Media Monitoring","2011-11-10 09:36:43","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"I love it. I will also post this pic to my page. Awesome!","Liberia Media Monitoring","2011-11-10 09:37:09","Vanessa Benson",NULL,NULL,NULL,NULL,NULL,NULL
"Can dis hold?????? Liberia have your say...","Liberia Media Monitoring","2011-11-10 09:37:43","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"Upist? lol you cussing is ohh my man hahahhahha","Liberia Media Monitoring","2011-11-10 09:39:21","Mac Goodridge",NULL,NULL,NULL,NULL,NULL,NULL
"Well, I guest I am not authorized. I was unable to post pic to my page.","Liberia Media Monitoring","2011-11-10 09:39:16","Vanessa Benson",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: The People (are) Coming... - http://t.co/POaaUAhR","Twitter 1","2011-11-10 09:41:17",jakobwongmeek,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia await presidential election results after low turnout on polling day - Yahoo! News: Monrovia, Liberia ... http://t.co/kbLb8H7w","Twitter 1","2011-11-10 09:41:33",Xazuu,NULL,NULL,NULL,NULL,NULL,NULL
"News:  Liberia: Seven media outlets suspended on eve of presidential elections http://t.co/eRPTzHLV","Twitter 1","2011-11-10 09:40:53",HumanityNews,NULL,NULL,NULL,NULL,NULL,NULL
"More peace messages Please.","Liberia Media Monitoring","2011-11-10 09:41:11","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"RT @HumanityNews: News:  Liberia: Seven media outlets suspended on eve of presidential elections http://t.co/eRPTzHLV","Twitter 1","2011-11-10 09:41:48",skmrahaman,NULL,NULL,NULL,NULL,NULL,NULL
peace!!!!!!!!!!!!!!!!!!!!!peace!!!!!!!!!!!!!!!!!!!!!peace,"Liberia Media Monitoring","2011-11-10 09:41:51","Stephanie Hawa Dorbor",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia is all we Have. Its  Reconcliation time. with lots of love for all Liberia.","Liberia Media Monitoring","2011-11-10 09:44:08","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"We all have one common denominator,which is Mama Liberia.","Liberia Media Monitoring","2011-11-10 09:46:45","William Robert Washington",NULL,NULL,NULL,NULL,NULL,NULL
"it is time for peace bro........","Liberia Media Monitoring","2011-11-10 09:47:20","Stephanie Hawa Dorbor",NULL,NULL,NULL,NULL,NULL,NULL
"Peace,Happiness and Love for one another in this Village of ours should be the Hall mark for the day. lets all of us sing and voice out the peace message...................................","Liberia Media Monitoring","2011-11-10 09:47:02","Tony Moore",NULL,NULL,NULL,NULL,NULL,NULL
"Woman is perfomin well in liberia but nigeria women do nonsense","Twitter 1","2011-11-10 09:47:50",abdemisq,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: le chef de la police  dÃƒÂ©ment une tentative d' assassinat de M.WinstonTubman http://t.co/yhlY43pt","Twitter 1","2011-11-10 09:48:46",Boogie_Storys,NULL,NULL,NULL,NULL,NULL,NULL
"#humanrights Liberia: Three Stations Shut Down ~ @allafrica http://t.co/nwPmrfAM","Twitter 1","2011-11-10 09:49:35",RaysFH,NULL,NULL,NULL,NULL,NULL,NULL
"Your approach towards reconciliation is wrong and this why Liberia will continue to kill others and think that Liberia will open their hearts for a so-called reconciliation. What happen to the TRC report Mr Reconciler? Where is the Chairman? Is he in Liberia? Do you really mean reconciliation or are you making joke of  the dead. Remember you are human being living and these people were like you yesterday. You may not have hand in their death but supporting or making joke of it will equally mean that you are happy and celebrating for it. Let this be an advice to others. If CDC was the one doing this killing, what would you going to say? Now that it is the  Up-led police, you are making jokes of it.","Liberia Media Monitoring","2011-11-10 09:49:23","Simeon Sebastian Kormon",NULL,NULL,NULL,NULL,NULL,NULL
"Very good question. I am also waiting to see those","Liberia Media Monitoring","2011-11-10 09:50:00","Isaac C. Yeah",NULL,NULL,NULL,NULL,NULL,NULL
"Peace yah! I love my Liberia people very very much! I really do, kisses and hugs!","Liberia Media Monitoring","2011-11-10 09:49:56","Hawa Geneva Peal",NULL,NULL,NULL,NULL,NULL,NULL
"Princess Gbor is representing Liberia in the MTN project fame in Nigeria. She's on probation this week and needs our support as Liberia, pls vote to keep her in the competition by texting the number 11 to 306. Pleaseeeeeee.....I beg UUUUUUUUUU","Liberia Media Monitoring","2011-11-10 09:50:27","Doris Maholo Saydee",NULL,NULL,NULL,NULL,NULL,NULL
"Mr. Saillay David Clarke, I will really appreciate were you to tell me about your so called DDRR story you carry about me on this page. You are yet to tell this page the story you know about me as an ""ex-combatant/DDRR educated"" as you claimed on this page...... This is what I have in mind against you and I have no reason to keep it there, but it's important that such reckless comments about me be address adequately and I am waiting to hearing from you on this. I am certain you were sentimentally drunk and decided to tell misleading stories about people.","Liberia Media Monitoring","2011-11-10 09:50:31","Philomath Keleko",NULL,NULL,NULL,NULL,NULL,NULL
"EllenJohnsonSirleaf may offer rivals govt posts http://t.co/bLnz6SDc [Reuters #news]","Twitter 1","2011-11-10 09:53:34",iNews24,NULL,NULL,NULL,NULL,NULL,NULL
"EllenJohnsonSirleaf may offer rivals govt posts http://t.co/V3PQpmSu","Twitter 1","2011-11-10 09:52:58",9jaYarn,NULL,NULL,NULL,NULL,NULL,NULL
"Simeon Sebastian Kormon  Philomath Keleko Let us not be carry away by politics we are all Liberia. Hug. Like I said in my second Comment I'm Sorry. I think its Reconciliation time guys.","Liberia Media Monitoring","2011-11-10 09:53:23","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Benetta which one who are asking about if it will hold?","Liberia Media Monitoring","2011-11-10 09:53:46","Senior Comrade",NULL,NULL,NULL,NULL,NULL,NULL
"Peace to all.I think its all over. we are Liberia.","Liberia Media Monitoring","2011-11-10 09:54:32","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"#New: Best Review - Top 5 Latest News on Liberia Presidential Run-Off November 8 http://t.co/UJjBv0J8 #Best #Review","Twitter 1","2011-11-10 09:55:55",BestReviewerCom,NULL,NULL,NULL,NULL,NULL,NULL
"Reconciliation is the only thing we anticiapte after the elections in order to move Liberia forward. Liberia, especially, youths lets us reconcile and live in harmony","Liberia Media Monitoring","2011-11-10 09:56:12","Greaviano Andriano Jarius",NULL,NULL,NULL,NULL,NULL,NULL
"I'm extending a Handshake!!!!!!!!!","Liberia Media Monitoring","2011-11-10 09:55:44","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"that's just it if you were hurt whether directly or indirectly all we want to say is sorry and lets speak peace pls......guys.................","Liberia Media Monitoring","2011-11-10 09:55:51","Tony Moore",NULL,NULL,NULL,NULL,NULL,NULL
"Sorry to all. Liberia must move forward. Peace to all.","Liberia Media Monitoring","2011-11-10 09:58:20","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Thats a good question n, I myself will put up a photo of a ""PEACEFUL PROTESTOR"" carrying a freezer","Liberia Media Monitoring","2011-11-10 09:58:07","Robert Ernest Wilson",NULL,NULL,NULL,NULL,NULL,NULL
"Some of the people you are pointing to are the best brains we have in the country at the moment. Check the academic records of some of the people you named. If I agree with you for the sake of argument that they cannot write a fitting document without the help of international experts, then what would you you write if you were in their shoes? Junk for sure. Intelectually, you cannot match some of the guys you are pointing fingers at. You need to respect your young colleagues, though you have every right to criticize them and the government in constructive manners. No one can be 100% in life remember.","Liberia Media Monitoring","2011-11-10 09:58:54","Alvin Johnson",NULL,NULL,NULL,NULL,NULL,NULL
"Saillay David Clarke, do me a favor..ignore HATE / ANTI-RECONCILIATION comments plz...we have a mind set here don't allow our peace topic to land into something else...PEACE TO ALL LOVING Liberia>>> <3","Liberia Media Monitoring","2011-11-10 09:59:12","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"peace to alll Liberia,in and out of Liberia.we are children of one woman.so let reconcile.............","Liberia Media Monitoring","2011-11-10 09:59:05","Stephanie Hawa Dorbor",NULL,NULL,NULL,NULL,NULL,NULL
"Stephanie Hawa Dorbor, start wth me...lol","Liberia Media Monitoring","2011-11-10 10:00:30","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"Very regretable and must be condemned by all Liberia regardless of political affiliation for what happened on monday b/w the CDC Partisians and state police. This is not a good record for our merging democracy. We need to do with violence for the betterment of liberia, the only Country of our nativity that we all call home","Liberia Media Monitoring","2011-11-10 10:01:08","Greaviano Andriano Jarius",NULL,NULL,NULL,NULL,NULL,NULL
"It is Reconcilation time. Fellows lets join these too young Liberia in moving liberia foward. I guess it is all in the past. mama Liberia is all we got. join me with a Reconcilation statement.","Liberia Media Monitoring","2011-11-10 10:01:04","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"We i all one people...... one love Jah bless","Liberia Media Monitoring","2011-11-10 10:00:34","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"Before preliminary run-off results are announced,WinstonTubman has already said he will reject them: http://t.co/KsTnsI3z #Liberia2011","Twitter 1","2011-11-10 10:03:30",kenyakate,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: The People (are) Coming...: People began to collect their valuables in search of safety as news of hell... http://t.co/2dqEP8cW","Twitter 1","2011-11-10 10:02:46",_halledavies,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: The People (are) Coming...: People began to collect their valuables in search of safety as news of hell... http://t.co/RlqsvIRC","Twitter 1","2011-11-10 10:03:03",KFSIBA,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: The People (are) Coming...: People began to collect their valuables in search of safety as news of hell... http://t.co/vlBfzEHS","Twitter 1","2011-11-10 10:02:49",Yeluri99,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: The People (are) Coming...: People began to collect their valuables in search of safety as news of hell... http://t.co/hDpKa4Y1","Twitter 1","2011-11-10 10:03:04",PeopleSearchNet,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: The People (are) Coming...: People began to collect their valuables in search of safety as news of hell... http://t.co/1TZPppI1","Twitter 1","2011-11-10 10:03:02",FindmyRecords,NULL,NULL,NULL,NULL,NULL,NULL
"Senior Comrade, am suggesting a name for d forum.....n 8s ""LIBERIAINS HAVE YOUR SAY""","Liberia Media Monitoring","2011-11-10 10:03:12","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"Our Govt. digressed from rule of laws to rule by law as is evidenced above. Many of us here were in support of demonstrators involved in the Arab Springs, and are still opposed to any form of violence by those government involved. Yet at home, we condone similar acts of suppression and violence.  How unfortunate that our Govt. can be so double standard.... When truth FM consciously decided to air on their station that five thousand brand new AKs were offloaded here in Monrovia by ""Morlu"", this was not a hate message being broadcast..............and then we expect peace to reign here under these existing conditions...............Joke here.","Liberia Media Monitoring","2011-11-10 10:02:37","Henson King",NULL,NULL,NULL,NULL,NULL,NULL
"hmmm not bad","Liberia Media Monitoring","2011-11-10 10:04:15","Mac Goodridge",NULL,NULL,NULL,NULL,NULL,NULL
"WHAT IS THE PUL SAYING: The Union agrees that the closed media institutions have been airing hates and anti peace messages, but it thinks that other media houses like Truth FM should have also been closed. So where are the ethics that the PUL stand for? Where else to go if the court is the wrong place? Lets get serious here mehn.","Liberia Media Monitoring","2011-11-10 10:03:54","Isaac C. Yeah",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia first!!!!!!!!!!!!!!!!!!!!!!!!!! Peace to all. Reconciliation Time.","Liberia Media Monitoring","2011-11-10 10:04:19","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"RT @SSRC_org: Liberia: Cautious Optimism Rules Ã¢â‚¬â€œ By Songhai Advisory: http://t.co/SqLRipn8","Twitter 1","2011-11-10 10:05:31",miguel_castro,NULL,NULL,NULL,NULL,NULL,NULL
"RT @henribontenbal: SOMO: Controversy at biomass-producing company in Liberia: http://t.co/HB8z8HjZÃ¢â‚¬Â¦","Twitter 1","2011-11-10 10:05:03",Rolf_GP,NULL,NULL,NULL,NULL,NULL,NULL
"Sun Rise,many kisses!!!!!!!!!!!!muah..........muah","Liberia Media Monitoring","2011-11-10 10:04:28","Stephanie Hawa Dorbor",NULL,NULL,NULL,NULL,NULL,NULL
"oh Sun Rise you ley man ohh","Liberia Media Monitoring","2011-11-10 10:05:16","Mac Goodridge",NULL,NULL,NULL,NULL,NULL,NULL
"Tubman says gunfire during Monday's deadly rally was intended for him. An assassination attempt? Police and others say no way #Liberia2011","Twitter 1","2011-11-10 10:06:01",kenyakate,NULL,NULL,NULL,NULL,NULL,NULL
"I was a Upist. I'm now a Liberia. Peace to all.","Liberia Media Monitoring","2011-11-10 10:07:09","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"I liked laugh out loud better Benetta. I think the name will speak for the group! It should be about fun! I'm just saying...","Liberia Media Monitoring","2011-11-10 10:06:48","Hawa Geneva Peal",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Preliminary Presidential Run Off Election Results #Expected #Thursday Ã¢â‚¬â€œ Voice ofÃ¢â‚¬Â¦ http://t.co/68OM1shj","Twitter 1","2011-11-10 10:08:08",neindia,NULL,NULL,NULL,NULL,NULL,NULL
"The true color of Ellen! This is the gov't that prides itself of freedom of the press but her arrogant and blind supporters justified her unconstitutional behavior...This woman will do anything to hold on to power...The world will know this woman well day by day for her greed for power...They sent their people quickly to upload one-sided videos to cover up their wickedness as our people suffers...I alway say ""God does not like ugly""! TWT!","Liberia Elections","2011-11-10 10:07:54","Rob Dorley",NULL,NULL,NULL,NULL,NULL,NULL
"Returning to the US from Liberia is like time traveling from 1885 to 2015. 17 yrs of civil war will do that, but they will come around.","Twitter 1","2011-11-10 10:08:43",TheClaxFactor,NULL,NULL,NULL,NULL,NULL,NULL
"hehehehe...back at u my sister...Stephanie Hawa Dorbor..Mac Mac Goodridge..u jealous...love u too yah...PEACE FOR ALL!!!!","Liberia Media Monitoring","2011-11-10 10:08:38","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"I said d same yesterday n some guys wanted my head off..... D PUL under d leadership of Peter have lost its essence no..... He better out than in...Hope u guys done make a mistake by re-electing him again","Liberia Media Monitoring","2011-11-10 10:09:14","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"Elections 2011 Daily News Review - 9th November: Monrovia, November 9th, 2011; a day after the ... http://t.co/z58cnmg5 #africa #liberia","Twitter 1","2011-11-10 10:09:39",AfricanNewsbot,NULL,NULL,NULL,NULL,NULL,NULL
"That;s the true Ellen! Her supporters see her as their mini god!","Liberia Elections","2011-11-10 10:09:42","Rob Dorley",NULL,NULL,NULL,NULL,NULL,NULL
"ALL HAIL LIBERIA HAIL IN UNION STRONG SUCCESS IS SURE.","Liberia Media Monitoring","2011-11-10 10:10:57","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"A NEW SONG: PEACE PEACE PEACE PEACE PEACE!!! PEACE PEACE","Liberia Media Monitoring","2011-11-10 10:10:51","Abel Plackie",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: Still awaiting election results. Reports of low voter turnout suggests opposition boycott call may have had impact.","Twitter 1","2011-11-10 10:11:50",ArcWatch1,NULL,NULL,NULL,NULL,NULL,NULL
"Reconciliation doesn't come like this guys, be serious here.","Liberia Media Monitoring","2011-11-10 10:12:11","Henson King",NULL,NULL,NULL,NULL,NULL,NULL
"s discuss...","Liberia Media Monitoring","2011-11-10 10:11:54","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"Seriously...I am not sure why this was done but there's no reason for this in my book. Freedom of press is fundamental in any democracy and I am seriously disappointed at this administration for this. When WinstonTubman said that press freedom was not a priority, we scolded him...we should be rebuking this sort of thing. Completely unacceptable! I hope the international community is watching. Nobel Peace Prize and Media Clampdown is a complete oxymoron and I must say that Ellen has lost some points with me on this one...","Liberia Elections","2011-11-10 10:12:58","Taa Wongbe",NULL,NULL,NULL,NULL,NULL,NULL
"Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥..ALL for my Fellow Brothers, Sisters, Uncles, Aunties, Mothers, Fathers..of all the political Parties..xpecially CDC... such a time such the conditions...it was Elections and Political season...so let's all chill and reconcile our differences....there's a plan to organized a Facebook PEACE & RECONCILIATION meet....if u in comment and let's discuss...","Liberia Media Monitoring","2011-11-10 10:12:35","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"My Love to all  Liberia.","Liberia Media Monitoring","2011-11-10 10:14:05","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Isaac C. Yeah, I can't agree with you aIt seems the PUL only read aspects of the constitution thats speakes of freedom of speech, but faild to read further concerning the responsibilities that go with those rights. It's sad.","Liberia Media Monitoring","2011-11-10 10:14:35","Elias Shoniyin",NULL,NULL,NULL,NULL,NULL,NULL
"I love this picture. True to the statement ""After that last vote is cast on November 8, we will all still remain Liberia"" One nation indivisible with liberty and justice for all. Pray for Liberia.","Liberia Media Monitoring","2011-11-10 10:14:53","Irene Buchanan Wallace",NULL,NULL,NULL,NULL,NULL,NULL
"RT @allafrica: Votes are being counted in Liberia's presidential run-off: http://t.co/KdvWxiCu","Twitter 1","2011-11-10 10:16:24",LizFordGuardian,NULL,NULL,NULL,NULL,NULL,NULL
"Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥..ALL for my Fellow Brothers, Sisters, Uncles, Aunties, Mothers, Fathers..of all the political Parties..xpecially CDC... such a time such the conditions...it was Elections and Political season...so let's all chill and reconcile our differences....there's a plan to organized a Facebook PEACE & RECONCILIATION meet....if u in comment and let's discuss...","Liberia Media Monitoring","2011-11-10 10:15:36","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"I know you do not want to address the issue and i will have the opportunity to meet you one day.... i will take a visit one day to my uncle at WAEC there and i will tell you how foolish and senseless you were in telling those confabulations about me and i think there we will do our reconciliation.....","Liberia Media Monitoring","2011-11-10 10:16:35","Philomath Keleko",NULL,NULL,NULL,NULL,NULL,NULL
"In union strong success is sure. Peace to all Liberia.","Liberia Media Monitoring","2011-11-10 10:17:57","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"We want peace. Reconciliation is the way forward. Let's calm down the tensions!!!!!!!!!!!!!!!!","Liberia Media Monitoring","2011-11-10 10:19:06","Tom Thacker",NULL,NULL,NULL,NULL,NULL,NULL
"Tubman Sees War http://t.co/m6NXh8Bn #LIBERIA","Twitter 1","2011-11-10 10:20:35",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"Three Stations Shut Down http://t.co/gIRaoa45 #LIBERIA","Twitter 1","2011-11-10 10:20:36",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"""Bloody Monday"" http://t.co/s3XDVmHb #LIBERIA","Twitter 1","2011-11-10 10:20:35",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"Elections 2011 Daily News Review - 9th November http://t.co/eEhPpz0V #LIBERIA","Twitter 1","2011-11-10 10:20:37",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"Violence Reminds Citizens of War Years http://t.co/gljYI2dt #LIBERIA","Twitter 1","2011-11-10 10:20:36",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: America Regrets Latest Events Here http://t.co/p1YhLCKN #LIBERIA","Twitter 1","2011-11-10 10:20:38",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: America Regrets Latest Events Here - http://t.co/UI21DV21 http://t.co/dLKQIDrY #LIBERIA","Twitter 1","2011-11-10 10:20:37",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"America Regrets Latest Events Here http://t.co/pD8n153S #LIBERIA","Twitter 1","2011-11-10 10:20:40",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"RT @LiberiaTimes:WinstonTubman Sees War http://t.co/m6NXh8Bn #LIBERIA","Twitter 1","2011-11-10 10:21:21",StanDaManLIB,NULL,NULL,NULL,NULL,NULL,NULL
"RT @LiberiaTimes: Three Stations Shut Down http://t.co/gIRaoa45 #LIBERIA","Twitter 1","2011-11-10 10:21:17",StanDaManLIB,NULL,NULL,NULL,NULL,NULL,NULL
"RT @LiberiaTimes: ""Bloody Monday"" http://t.co/s3XDVmHb #LIBERIA","Twitter 1","2011-11-10 10:21:19",StanDaManLIB,NULL,NULL,NULL,NULL,NULL,NULL
"RT @LiberiaTimes: America Regrets Latest Events Here http://t.co/pD8n153S #LIBERIA","Twitter 1","2011-11-10 10:21:27",StanDaManLIB,NULL,NULL,NULL,NULL,NULL,NULL
"RT @LiberiaTimes: Violence Reminds Citizens of War Years http://t.co/gljYI2dt #LIBERIA","Twitter 1","2011-11-10 10:21:14",StanDaManLIB,NULL,NULL,NULL,NULL,NULL,NULL
"I really love this pic. This depicts a true reconciliation. Indeed in union strong, success is sure.","Liberia Media Monitoring","2011-11-10 10:20:58","Tom Thacker",NULL,NULL,NULL,NULL,NULL,NULL
"Is press freedom is battle. Has Liberia taken the suit of Gambia on press freedom?","Twitter 1","2011-11-10 10:22:13",Chrispin0786,NULL,NULL,NULL,NULL,NULL,NULL
"In union strong, success is sure","Liberia Media Monitoring","2011-11-10 10:22:19","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"In union strong success is sure.","Liberia Media Monitoring","2011-11-10 10:22:03","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"In union strong, success is sure.","Liberia Media Monitoring","2011-11-10 10:22:33","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Mr. Wongbe, I told you before that you're one independent man and I admire that about you. These are things that are put under the rug and justified by UP partisans...The Gov't never announce State of Emergence but Closed down radio stations that were not favorable to them, illegally stopped Liberia from traveling and arrested people for no reason! These people that support this Warmonger, I will surely see her true side soon...It makes me sick in the stomach when I hear these people laugh, ignore, and totally castigate CDCians and labeled us as Gronna boys & girls! They mislead the world that we are no good and came to steal government resources while they continuously steal our country's resources and support their selfish lives while many of us suffer! 

Taa Wongbe, I am going to add you and hope you accept me as a friend.","Liberia Elections","2011-11-10 10:23:30","Rob Dorley",NULL,NULL,NULL,NULL,NULL,NULL
"Philomath Keleko bro,please let forget the past,one way of the other everyone was affected,and that was becus of the political season,so pls let reconcile!!!!!!!!!!!!!!!!!!!!!!","Liberia Media Monitoring","2011-11-10 10:24:17","Stephanie Hawa Dorbor",NULL,NULL,NULL,NULL,NULL,NULL
"Only a rebel would think of someone as being a rebel without knowing who the person is....","Liberia Media Monitoring","2011-11-10 10:25:02","Philomath Keleko",NULL,NULL,NULL,NULL,NULL,NULL
"Long live  Liberia...happy land...this home of glorious liberty by Gods command...","Liberia Media Monitoring","2011-11-10 10:25:32","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"Mr. Wongbe, I told you before that you're one independent man and I admire that about you. These are things that are put under the rug and justified by UP partisans...The Gov't never announce State of Emergence but Closed down radio stations that were not favorable to them, illegally stopped Liberia from traveling and arrested people for no reason! These people that support this Warmonger, will surely see her true side soon...It makes me sick in the stomach when I hear these people laugh, ignore, and totally castigate CDCians and labeled us as Gronna boys & girls! They mislead the world that we are no good and came to steal government resources while they continuously steal our country's resources and support their selfish lives and leave many of us to suffer! I will not stop speaking the truth until good prevail!

Taa Wongbe, I am going to add you and hope you accept me as a friend.","Liberia Elections","2011-11-10 10:27:32","Rob Dorley",NULL,NULL,NULL,NULL,NULL,NULL
"@ Philomath Thts a plea! Accept yah! I love you Philo!","Liberia Media Monitoring","2011-11-10 10:27:45","Hawa Geneva Peal",NULL,NULL,NULL,NULL,NULL,NULL
"With God above!!!!!!!!!!!!!!!!!!!!!we will over all prevail.","Liberia Media Monitoring","2011-11-10 10:28:00","Stephanie Hawa Dorbor",NULL,NULL,NULL,NULL,NULL,NULL
"Quiqui is a JOKER","Liberia Media Monitoring","2011-11-10 10:27:52","Robert Ernest Wilson",NULL,NULL,NULL,NULL,NULL,NULL
"Initial results due today from the presidential run-off in #Liberia are expected to confirm President #Sirleaf as the winner.","Twitter 1","2011-11-10 10:29:25",BBCAfrica,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia election under cloud after boycott: MONROVIA: LiberiaÃ¢â‚¬â„¢s main opposition candidate said he might seek th... http://t.co/gJQQg3XS","Twitter 1","2011-11-10 10:29:12",YemenNewsDesk,NULL,NULL,NULL,NULL,NULL,NULL
"RT @BBCAfrica: Initial results due today from the presidential run-off in #Liberia are expected to confirm President #Sirleaf as the winner.","Twitter 1","2011-11-10 10:30:04",KylieHarrison,NULL,NULL,NULL,NULL,NULL,NULL
"Le Liberia attend les premiers rÃƒÂ©sultats du second tour de la prÃƒÂ©sidentielle: IRIB - Les premiers rÃƒÂ©sultats du s... http://t.co/rm0ncTG7","Twitter 1","2011-11-10 10:30:35",frenchiribradio,NULL,NULL,NULL,NULL,NULL,NULL
"With God above our rights to prove we will over all prevail","Liberia Media Monitoring","2011-11-10 10:29:58","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
